record_name	protein_id	gene	locus_tag	EC_number	product	db_xref
NC_000913	NP_415523.1	yccJ	b1003	N/A	PF13993 family protein YccJ	UniProtKB/Swiss-Prot:P0AB14', 'ASAP:ABE-0003390', 'ECOCYC:EG12703', 'EcoGene:EG12703', 'GeneID:948930
NC_000913	NP_415524.1	wrbA	b1004	1.6.5.2	NAD(P)H:quinone oxidoreductase	UniProtKB/Swiss-Prot:P0A8G6', 'ASAP:ABE-0003392', 'ECOCYC:EG11540', 'EcoGene:EG11540', 'GeneID:947263
NC_000913	NP_415525.2	ymdF	b4518	N/A	conserved protein YmdF	UniProtKB/Swiss-Prot:P56614', 'ASAP:ABE-0285039', 'ECOCYC:G0-10443', 'EcoGene:EG14358', 'GeneID:945598
NC_000913	NP_415526.4	rutG	b1006	N/A	pyrimidine:H(+) symporter	UniProtKB/Swiss-Prot:P75892', 'ASAP:ABE-0003401', 'ECOCYC:G6517', 'EcoGene:EG13853', 'GeneID:946589
NC_000913	NP_415527.4	rutF	b1007	N/A	flavin reductase	UniProtKB/Swiss-Prot:P75893', 'ASAP:ABE-0003403', 'ECOCYC:G6518', 'EcoGene:EG13854', 'GeneID:946594
NC_000913	NP_415528.1	rutE	b1008	1.1.1.298	putative malonic semialdehyde reductase	UniProtKB/Swiss-Prot:P75894', 'ASAP:ABE-0003407', 'ECOCYC:G6519', 'EcoGene:EG13855', 'GeneID:946591
NC_000913	NP_415529.1	rutD	b1009	N/A	putative aminoacrylate hydrolase	UniProtKB/Swiss-Prot:P75895', 'ASAP:ABE-0003410', 'ECOCYC:G6520', 'EcoGene:EG13856', 'GeneID:946586
NC_000913	NP_415530.1	rutC	b1010	N/A	putative aminoacrylate peracid reductase	UniProtKB/Swiss-Prot:P0AFQ5', 'ASAP:ABE-0003412', 'ECOCYC:G6521', 'EcoGene:EG13857', 'GeneID:945599
NC_000913	NP_415531.2	rutB	b1011	N/A	peroxyureidoacrylate/ureidoacrylate amidohydrolase	UniProtKB/Swiss-Prot:P75897', 'ASAP:ABE-0003414', 'ECOCYC:G6522', 'EcoGene:EG13858', 'GeneID:945699
NC_000913	NP_415532.3	rutA	b1012	1.14.99.46	pyrimidine oxygenase	UniProtKB/Swiss-Prot:P75898', 'ASAP:ABE-0003416', 'ECOCYC:G6523', 'EcoGene:EG13859', 'GeneID:945643
NC_000913	NP_415533.1	rutR	b1013	N/A	DNA-binding transcriptional dual regulator RutR	UniProtKB/Swiss-Prot:P0ACU2', 'ASAP:ABE-0003422', 'ECOCYC:EG12301', 'EcoGene:EG12301', 'GeneID:945075
NC_000913	NP_415534.1	putA	b1014	1.2.1.88', '1.5.5.2	fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA	UniProtKB/Swiss-Prot:P09546', 'ASAP:ABE-0003424', 'ECOCYC:EG10801', 'EcoGene:EG10801', 'GeneID:945600
NC_000913	YP_009518762.1	ymdG	b4737	N/A	protein YmdG	UniProtKB/Swiss-Prot:P0DPN7', 'ECOCYC:G0-16732', 'GeneID:38094948
NC_000913	NP_415535.1	putP	b1015	N/A	proline:Na(+) symporter	UniProtKB/Swiss-Prot:P07117', 'ASAP:ABE-0003433', 'ECOCYC:EG10802', 'EcoGene:EG10802', 'GeneID:945602
NC_000913	NP_415537.1	efeO	b1018	N/A	ferrous iron transport system protein EfeO	UniProtKB/Swiss-Prot:P0AB24', 'ASAP:ABE-0003448', 'ECOCYC:G6527', 'EcoGene:EG13861', 'GeneID:945603
NC_000913	NP_415538.1	efeB	b1019	4.99.1.1	heme-containing peroxidase/deferrochelatase	UniProtKB/Swiss-Prot:P31545', 'ASAP:ABE-0003451', 'ECOCYC:EG11735', 'EcoGene:EG11735', 'GeneID:946500
NC_000913	NP_415539.1	phoH	b1020	N/A	ATP-binding protein PhoH	UniProtKB/Swiss-Prot:P0A9K1', 'ASAP:ABE-0003458', 'ECOCYC:EG11734', 'EcoGene:EG11734', 'GeneID:948010
NC_000913	NP_415540.1	pgaD	b1021	2.4.1.-	poly-N-acetyl-D-glucosamine synthase subunit PgaD	UniProtKB/Swiss-Prot:P69432', 'ASAP:ABE-0003460', 'ECOCYC:G6528', 'EcoGene:EG13862', 'GeneID:947503
NC_000913	NP_415541.1	pgaC	b1022	2.4.1.-	poly-N-acetyl-D-glucosamine synthase subunit PgaC	UniProtKB/Swiss-Prot:P75905', 'ASAP:ABE-0003464', 'ECOCYC:G6529', 'EcoGene:EG13863', 'GeneID:945606
NC_000913	NP_415542.1	pgaB	b1023	3.2.1.-', '3.5.1.-	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase and beta-1,6 glycoside hydrolase	UniProtKB/Swiss-Prot:P75906', 'ASAP:ABE-0003467', 'ECOCYC:G6530', 'EcoGene:EG13864', 'GeneID:945604
NC_000913	NP_415543.1	pgaA	b1024	N/A	partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine outer membrane porin	UniProtKB/Swiss-Prot:P69434', 'ASAP:ABE-0003469', 'ECOCYC:G6531', 'EcoGene:EG13865', 'GeneID:945596
NC_000913	NP_415544.1	dgcT	b1025	2.7.7.65	putative diguanylate cyclase DgcT	UniProtKB/Swiss-Prot:P75908', 'ASAP:ABE-0003472', 'ECOCYC:G6532', 'EcoGene:EG13866', 'GeneID:945593
NC_000913	NP_415545.1	insF-4	b1026	N/A	IS3 element protein InsF	UniProtKB/Swiss-Prot:P0CF82', 'ASAP:ABE-0003475', 'ECOCYC:G6533', 'GeneID:945587
NC_000913	NP_415546.2	insE-4	b1027	N/A	IS3 element protein InsE	UniProtKB/Swiss-Prot:P0CF69', 'ASAP:ABE-0003477', 'ECOCYC:G6534', 'EcoGene:EG60024', 'GeneID:945584
NC_000913	NP_415548.1	ycdU	b1029	N/A	uncharacterized protein YcdU	UniProtKB/Swiss-Prot:P75910', 'ASAP:ABE-0003489', 'ECOCYC:G6536', 'EcoGene:EG13867', 'GeneID:945592
NC_000913	NP_415551.2	ghrA	b1033	1.1.1.-', '1.1.1.79	glyoxylate/hydroxypyruvate reductase A	UniProtKB/Swiss-Prot:P75913', 'ASAP:ABE-0003503', 'ECOCYC:G6539', 'EcoGene:EG13869', 'GeneID:946431
NC_000913	NP_415552.1	ycdX	b1034	N/A	zinc-binding phosphatase	UniProtKB/Swiss-Prot:P75914', 'ASAP:ABE-0003508', 'ECOCYC:G6540', 'EcoGene:EG13870', 'GeneID:948477
NC_000913	NP_415553.1	ycdY	b1035	N/A	chaperone protein YcdY	UniProtKB/Swiss-Prot:P75915', 'ASAP:ABE-0003511', 'ECOCYC:G6541', 'EcoGene:EG13871', 'GeneID:945609
NC_000913	NP_415554.4	ycdZ	b1036	N/A	putative inner membrane protein	UniProtKB/Swiss-Prot:P75916', 'ASAP:ABE-0003514', 'ECOCYC:G6542', 'EcoGene:EG13872', 'GeneID:945617
NC_000913	NP_415555.1	csgG	b1037	N/A	curli secretion channel	UniProtKB/Swiss-Prot:P0AEA2', 'ASAP:ABE-0003516', 'ECOCYC:G6543', 'EcoGene:EG13413', 'GeneID:945619
NC_000913	NP_415556.1	csgF	b1038	N/A	curli assembly component	UniProtKB/Swiss-Prot:P0AE98', 'ASAP:ABE-0003519', 'ECOCYC:G6544', 'EcoGene:EG13412', 'GeneID:945622
NC_000913	NP_415557.1	csgE	b1039	N/A	curli transport specificity factor	UniProtKB/Swiss-Prot:P0AE95', 'ASAP:ABE-0003528', 'ECOCYC:G6545', 'EcoGene:EG13411', 'GeneID:945711
NC_000913	NP_415558.1	csgD	b1040	N/A	DNA-binding transcriptional dual regulator CsgD	UniProtKB/Swiss-Prot:P52106', 'ASAP:ABE-0003530', 'ECOCYC:G6546', 'EcoGene:EG13410', 'GeneID:949119
NC_000913	NP_415559.1	csgB	b1041	N/A	curlin, minor subunit	UniProtKB/Swiss-Prot:P0ABK7', 'ASAP:ABE-0003534', 'ECOCYC:G6547', 'EcoGene:EG12621', 'GeneID:947391
NC_000913	NP_415560.1	csgA	b1042	N/A	curlin, major subunit	UniProtKB/Swiss-Prot:P28307', 'ASAP:ABE-0003537', 'ECOCYC:EG11489', 'EcoGene:EG11489', 'GeneID:949055
NC_000913	NP_415561.1	csgC	b1043	N/A	inhibitor of CsgA amyloid formation	UniProtKB/Swiss-Prot:P52107', 'ASAP:ABE-0003542', 'ECOCYC:G6548', 'EcoGene:EG13414', 'GeneID:945623
NC_000913	NP_415562.1	ymdA	b1044	N/A	uncharacterized protein YmdA	UniProtKB/Swiss-Prot:P75917', 'ASAP:ABE-0003545', 'ECOCYC:G6549', 'EcoGene:EG13873', 'GeneID:949012
NC_000913	NP_415563.1	ymdB	b1045	3.1.1.-	"""2'-O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity"""	UniProtKB/Swiss-Prot:P0A8D6', 'ASAP:ABE-0003549', 'ECOCYC:G6550', 'EcoGene:EG13874', 'GeneID:946987
NC_000913	NP_415564.2	clsC	b1046	N/A	cardiolipin synthase C	UniProtKB/Swiss-Prot:P75919', 'ASAP:ABE-0003551', 'ECOCYC:G6551', 'EcoGene:EG13875', 'GeneID:947321
NC_000913	NP_415565.1	opgC	b1047	N/A	protein required for succinyl modification of osmoregulated periplasmic glucans	UniProtKB/Swiss-Prot:P75920', 'ASAP:ABE-0003553', 'ECOCYC:G6552', 'EcoGene:EG13876', 'GeneID:946944
NC_000913	NP_415566.1	opgG	b1048	N/A	osmoregulated periplasmic glucans (OPGs) biosynthesis protein G	UniProtKB/Swiss-Prot:P33136', 'ASAP:ABE-0003558', 'ECOCYC:EG11885', 'EcoGene:EG11885', 'GeneID:945005
NC_000913	NP_415567.1	opgH	b1049	N/A	osmoregulated periplasmic glucans (OPGs) biosynthesis protein H	UniProtKB/Swiss-Prot:P62517', 'ASAP:ABE-0003560', 'ECOCYC:EG11886', 'EcoGene:EG11886', 'GeneID:945624
NC_000913	NP_415568.1	yceK	b1050	N/A	DUF1375 domain-containing lipoprotein YceK	UniProtKB/Swiss-Prot:P0AB31', 'ASAP:ABE-0003565', 'ECOCYC:EG12689', 'EcoGene:EG12689', 'GeneID:945613
NC_000913	NP_415569.4	msyB	b1051	N/A	acidic protein that suppresses heat sensitivity of a secY mutant	UniProtKB/Swiss-Prot:P25738', 'ASAP:ABE-0003567', 'ECOCYC:EG11338', 'EcoGene:EG11338', 'GeneID:945612
NC_000913	NP_415571.1	mdtG	b1053	N/A	efflux pump MdtG	UniProtKB/Swiss-Prot:P25744', 'ASAP:ABE-0003572', 'ECOCYC:EG11343', 'EcoGene:EG11343', 'GeneID:945627
NC_000913	NP_415572.1	lpxL	b1054	2.3.1.241	lauroyl acyltransferase	UniProtKB/Swiss-Prot:P0ACV0', 'ASAP:ABE-0003574', 'ECOCYC:EG10464', 'EcoGene:EG10464', 'GeneID:946216
NC_000913	NP_415573.1	yceA	b1055	N/A	UPF0176 protein YceA	UniProtKB/Swiss-Prot:P24188', 'ASAP:ABE-0003581', 'ECOCYC:EG11116', 'EcoGene:EG11116', 'GeneID:945601
NC_000913	NP_415574.1	yceI	b1056	N/A	protein YceI	UniProtKB/Swiss-Prot:P0A8X2', 'ASAP:ABE-0003583', 'ECOCYC:EG11820', 'EcoGene:EG11820', 'GeneID:946145
NC_000913	NP_415575.1	yceJ	b1057	N/A	putative cytochrome b561	UniProtKB/Swiss-Prot:P75925', 'ASAP:ABE-0003585', 'ECOCYC:G6554', 'EcoGene:EG12659', 'GeneID:945628
NC_000913	NP_415576.1	yceO	b1058	N/A	DUF2770 domain-containing protein YceO	UniProtKB/Swiss-Prot:P64442', 'ASAP:ABE-0003588', 'ECOCYC:G6555', 'EcoGene:EG14334', 'GeneID:945629
NC_000913	NP_415577.1	solA	b1059	1.5.3.2	N-methyl-L-tryptophan oxidase	UniProtKB/Swiss-Prot:P40874', 'ASAP:ABE-0003590', 'ECOCYC:G6556', 'EcoGene:EG12669', 'GeneID:944983
NC_000913	NP_415578.3	bssS	b1060	N/A	regulator of biofilm formation	UniProtKB/Swiss-Prot:P0AB33', 'ASAP:ABE-0003594', 'ECOCYC:G6557', 'EcoGene:EG14335', 'GeneID:946104
NC_000913	NP_415579.1	dinI	b1061	N/A	DNA damage-inducible protein I	UniProtKB/Swiss-Prot:P0ABR1', 'ASAP:ABE-0003599', 'ECOCYC:G6558', 'EcoGene:EG12670', 'GeneID:945022
NC_000913	NP_415580.1	pyrC	b1062	3.5.2.3	dihydroorotase	UniProtKB/Swiss-Prot:P05020', 'ASAP:ABE-0003607', 'ECOCYC:EG10806', 'EcoGene:EG10806', 'GeneID:945787
NC_000913	NP_415581.1	yceB	b1063	N/A	putative lipid-binding lipoprotein YceB	UniProtKB/Swiss-Prot:P0AB26', 'ASAP:ABE-0003611', 'ECOCYC:EG11117', 'EcoGene:EG11117', 'GeneID:947377
NC_000913	NP_415582.1	grxB	b1064	N/A	reduced glutaredoxin 2	UniProtKB/Swiss-Prot:P0AC59', 'ASAP:ABE-0003615', 'ECOCYC:EG12688', 'EcoGene:EG12688', 'GeneID:946926
NC_000913	NP_415583.4	mdtH	b1065	N/A	multidrug efflux pump MdtH	UniProtKB/Swiss-Prot:P69367', 'ASAP:ABE-0003618', 'ECOCYC:G6559', 'EcoGene:EG13878', 'GeneID:946920
NC_000913	NP_415584.1	rimJ	b1066	2.3.1.267	ribosomal-protein-S5-alanine N-acetyltransferase	UniProtKB/Swiss-Prot:P0A948', 'ASAP:ABE-0003622', 'ECOCYC:EG10851', 'EcoGene:EG10851', 'GeneID:946910
NC_000913	NP_415585.1	yceH	b1067	N/A	DUF480 domain-containing protein YceH	UniProtKB/Swiss-Prot:P29217', 'ASAP:ABE-0003625', 'ECOCYC:EG11537', 'EcoGene:EG11537', 'GeneID:945633
NC_000913	NP_415586.1	yceM	b1068	N/A	putative oxidoreductase YceM	UniProtKB/Swiss-Prot:P75931', 'ASAP:ABE-0003627', 'ECOCYC:G6560', 'EcoGene:EG13879', 'GeneID:945204
NC_000913	NP_415587.1	murJ	b1069	N/A	putative lipid II flippase MurJ	UniProtKB/Swiss-Prot:P0AF16', 'ASAP:ABE-0003630', 'ECOCYC:G6561', 'EcoGene:EG13880', 'GeneID:945487
NC_000913	NP_415588.1	flgN	b1070	N/A	flagellar biosynthesis protein FlgN	UniProtKB/Swiss-Prot:P43533', 'ASAP:ABE-0003632', 'ECOCYC:G6562', 'EcoGene:EG12665', 'GeneID:945634
NC_000913	NP_415589.1	flgM	b1071	N/A	anti-sigma factor for FliA (sigma(28))	UniProtKB/Swiss-Prot:P0AEM4', 'ASAP:ABE-0003634', 'ECOCYC:G369', 'EcoGene:EG12664', 'GeneID:946684
NC_000913	NP_415590.1	flgA	b1072	N/A	flagellar basal body P-ring formation protein FlgA	UniProtKB/Swiss-Prot:P75933', 'ASAP:ABE-0003637', 'ECOCYC:G357', 'EcoGene:EG20263', 'GeneID:946300
NC_000913	NP_415591.1	flgB	b1073	N/A	flagellar basal-body rod protein FlgB	UniProtKB/Swiss-Prot:P0ABW9', 'ASAP:ABE-0003641', 'ECOCYC:G358', 'EcoGene:EG14266', 'GeneID:945678
NC_000913	NP_415592.1	flgC	b1074	N/A	flagellar basal-body rod protein FlgC	UniProtKB/Swiss-Prot:P0ABX2', 'ASAP:ABE-0003643', 'ECOCYC:G359', 'EcoGene:EG14267', 'GeneID:946687
NC_000913	NP_415593.1	flgD	b1075	N/A	flagellar biosynthesis, initiation of hook assembly	UniProtKB/Swiss-Prot:P75936', 'ASAP:ABE-0003645', 'ECOCYC:G360', 'EcoGene:EG14268', 'GeneID:945813
NC_000913	NP_415594.1	flgE	b1076	N/A	flagellar hook protein FlgE	UniProtKB/Swiss-Prot:P75937', 'ASAP:ABE-0003647', 'ECOCYC:G361', 'EcoGene:EG14269', 'GeneID:945636
NC_000913	NP_415595.1	flgF	b1077	N/A	flagellar basal-body rod protein FlgF	UniProtKB/Swiss-Prot:P75938', 'ASAP:ABE-0003649', 'ECOCYC:G362', 'EcoGene:EG14270', 'GeneID:945639
NC_000913	NP_415596.1	flgG	b1078	N/A	flagellar basal-body rod protein FlgG	UniProtKB/Swiss-Prot:P0ABX5', 'ASAP:ABE-0003652', 'ECOCYC:G363', 'EcoGene:EG14271', 'GeneID:945647
NC_000913	NP_415597.1	flgH	b1079	N/A	flagellar L-ring protein	UniProtKB/Swiss-Prot:P0A6S0', 'ASAP:ABE-0003654', 'ECOCYC:G364', 'EcoGene:EG20264', 'GeneID:946996
NC_000913	NP_415598.3	flgI	b1080	N/A	flagellar P-ring protein	UniProtKB/Swiss-Prot:P0A6S3', 'ASAP:ABE-0003656', 'ECOCYC:G365', 'EcoGene:EG20265', 'GeneID:947534
NC_000913	NP_415599.1	flgJ	b1081	N/A	putative peptidoglycan hydrolase FlgJ	UniProtKB/Swiss-Prot:P75942', 'ASAP:ABE-0003658', 'ECOCYC:G366', 'EcoGene:EG14272', 'GeneID:947456
NC_000913	NP_415600.1	flgK	b1082	N/A	flagellar hook-filament junction protein 1	UniProtKB/Swiss-Prot:P33235', 'ASAP:ABE-0003660', 'ECOCYC:EG11967', 'EcoGene:EG11967', 'GeneID:945648
NC_000913	NP_415601.1	flgL	b1083	N/A	flagellar hook-filament junction protein 2	UniProtKB/Swiss-Prot:P29744', 'ASAP:ABE-0003666', 'ECOCYC:EG11545', 'EcoGene:EG11545', 'GeneID:945646
NC_000913	NP_415602.1	rne	b1084	3.1.26.12	ribonuclease E	UniProtKB/Swiss-Prot:P21513', 'ASAP:ABE-0003668', 'ECOCYC:EG10859', 'EcoGene:EG10859', 'GeneID:945641
NC_000913	NP_415603.2	yceQ	b1085	N/A	DUF2655 domain-containing protein YceQ	UniProtKB/Swiss-Prot:P62066', 'ASAP:ABE-0003672', 'ECOCYC:G6563', 'EcoGene:EG14413', 'GeneID:945640
NC_000913	NP_415604.1	rluC	b1086	5.4.99.24	23S rRNA pseudouridine(955/2504/2580) synthase	UniProtKB/Swiss-Prot:P0AA39', 'ASAP:ABE-0003675', 'ECOCYC:EG11118', 'EcoGene:EG11118', 'GeneID:945637
NC_000913	NP_415605.2	yceF	b1087	N/A	m(7)GTP pyrophosphatase	UniProtKB/Swiss-Prot:P0A729', 'ASAP:ABE-0003678', 'ECOCYC:EG11438', 'EcoGene:EG11438', 'GeneID:945631
NC_000913	NP_415606.1	yceD	b1088	N/A	DUF177 domain-containing protein YceD	UniProtKB/Swiss-Prot:P0AB28', 'ASAP:ABE-0003684', 'ECOCYC:EG11119', 'EcoGene:EG11119', 'GeneID:945650
NC_000913	NP_415607.1	rpmF	b1089	N/A	50S ribosomal subunit protein L32	UniProtKB/Swiss-Prot:P0A7N4', 'ASAP:ABE-0003686', 'ECOCYC:EG10890', 'EcoGene:EG10890', 'GeneID:945657
NC_000913	NP_415608.2	plsX	b1090	2.3.1.-	putative phosphate acyltransferase	UniProtKB/Swiss-Prot:P27247', 'ASAP:ABE-0003692', 'ECOCYC:EG11437', 'EcoGene:EG11437', 'GeneID:946165
NC_000913	NP_415609.1	fabH	b1091	2.3.1.180', '2.3.1.38', '2.3.1.85', '2.3.1.86	beta-ketoacyl-[acyl carrier protein] synthase III	UniProtKB/Swiss-Prot:P0A6R0', 'ASAP:ABE-0003696', 'ECOCYC:EG10277', 'EcoGene:EG10277', 'GeneID:946003
NC_000913	NP_415610.1	fabD	b1092	2.3.1.39', '2.3.1.85', '2.3.1.86	[acyl-carrier-protein] S-malonyltransferase	UniProtKB/Swiss-Prot:P0AAI9', 'ASAP:ABE-0003698', 'ECOCYC:EG11317', 'EcoGene:EG11317', 'GeneID:945766
NC_000913	NP_415611.1	fabG	b1093	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase FabG	UniProtKB/Swiss-Prot:P0AEK2', 'ASAP:ABE-0003700', 'ECOCYC:EG11318', 'EcoGene:EG11318', 'GeneID:945645
NC_000913	NP_415612.1	acpP	b1094	N/A	acyl carrier protein	UniProtKB/Swiss-Prot:P0A6A8', 'ASAP:ABE-0003703', 'ECOCYC:EG50003', 'EcoGene:EG50003', 'GeneID:944805
NC_000913	NP_415613.1	fabF	b1095	2.3.1.179	beta-ketoacyl-[acyl carrier protein] synthase II	UniProtKB/Swiss-Prot:P0AAI5', 'ASAP:ABE-0003705', 'ECOCYC:EG12606', 'EcoGene:EG12606', 'GeneID:946665
NC_000913	NP_415614.1	pabC	b1096	4.1.3.38	aminodeoxychorismate lyase	UniProtKB/Swiss-Prot:P28305', 'ASAP:ABE-0003709', 'ECOCYC:EG11493', 'EcoGene:EG11493', 'GeneID:946647
NC_000913	NP_415615.1	mltG	b1097	4.2.2.-	endolytic murein transglycosylase	UniProtKB/Swiss-Prot:P28306', 'ASAP:ABE-0003712', 'ECOCYC:EG11494', 'EcoGene:EG11494', 'GeneID:945660
NC_000913	NP_415616.1	tmk	b1098	2.7.4.13', '2.7.4.9	hypothetical protein	UniProtKB/Swiss-Prot:P0A720', 'ASAP:ABE-0003714', 'ECOCYC:EG12302', 'EcoGene:EG12302', 'GeneID:945663
NC_000913	NP_415617.1	holB	b1099	N/A	"""DNA polymerase III subunit delta'"""	UniProtKB/Swiss-Prot:P28631', 'ASAP:ABE-0003716', 'ECOCYC:EG11500', 'EcoGene:EG11500', 'GeneID:945661
NC_000913	NP_415618.1	ycfH	b1100	N/A	putative metal-dependent hydrolase YcfH	UniProtKB/Swiss-Prot:P0AFQ7', 'ASAP:ABE-0003719', 'ECOCYC:EG12303', 'EcoGene:EG12303', 'GeneID:945656
NC_000913	NP_415619.1	ptsG	b1101	2.7.1.199	glucose-specific PTS enzyme IIBC component	UniProtKB/Swiss-Prot:P69786', 'ASAP:ABE-0003722', 'ECOCYC:EG10787', 'EcoGene:EG10787', 'GeneID:945651
NC_000913	NP_415620.1	fhuE	b1102	N/A	ferric coprogen/ferric rhodotorulic acid outer membrane transporter	UniProtKB/Swiss-Prot:P16869', 'ASAP:ABE-0003724', 'ECOCYC:EG10306', 'EcoGene:EG10306', 'GeneID:945649
NC_000913	NP_415621.3	hinT	b1103	3.9.1.-	purine nucleoside phosphoramidase	UniProtKB/Swiss-Prot:P0ACE7', 'ASAP:ABE-0003729', 'ECOCYC:EG12172', 'EcoGene:EG12172', 'GeneID:948549
NC_000913	NP_415622.1	ycfL	b1104	N/A	DUF1425 domain-containing protein YcfL	UniProtKB/Swiss-Prot:P75946', 'ASAP:ABE-0003731', 'ECOCYC:G6564', 'EcoGene:EG13430', 'GeneID:948539
NC_000913	NP_415623.1	lpoB	b1105	N/A	outer membrane lipoprotein - activator of MrcB activity	UniProtKB/Swiss-Prot:P0AB38', 'ASAP:ABE-0003733', 'ECOCYC:G6565', 'EcoGene:EG13431', 'GeneID:948536
NC_000913	NP_415624.1	thiK	b1106	2.7.1.89	thiamine kinase	UniProtKB/Swiss-Prot:P75948', 'ASAP:ABE-0003735', 'ECOCYC:G6566', 'EcoGene:EG13432', 'GeneID:948525
NC_000913	NP_415625.1	nagZ	b1107	3.2.1.52	beta-N-acetylhexosaminidase	UniProtKB/Swiss-Prot:P75949', 'ASAP:ABE-0003737', 'ECOCYC:G6567', 'EcoGene:EG13433', 'GeneID:945671
NC_000913	NP_415626.4	ycfP	b1108	N/A	UPF0227 protein YcfP	UniProtKB/Swiss-Prot:P0A8E1', 'ASAP:ABE-0003740', 'ECOCYC:G6568', 'EcoGene:EG13434', 'GeneID:945676
NC_000913	NP_415627.1	ndh	b1109	1.16.1.-', '1.6.5.9	NADH:quinone oxidoreductase II	UniProtKB/Swiss-Prot:P00393', 'ASAP:ABE-0003746', 'ECOCYC:EG10649', 'EcoGene:EG10649', 'GeneID:946792
NC_000913	NP_415628.1	ycfJ	b1110	N/A	PF05433 family protein YcfJ	UniProtKB/Swiss-Prot:P0AB35', 'ASAP:ABE-0003752', 'ECOCYC:EG12444', 'EcoGene:EG12444', 'GeneID:945977
NC_000913	NP_415629.4	comR	b1111	N/A	DNA-binding transcriptional repressor ComR	UniProtKB/Swiss-Prot:P75952', 'ASAP:ABE-0003754', 'ECOCYC:G6569', 'EcoGene:EG13435', 'GeneID:947425
NC_000913	NP_415630.1	bhsA	b1112	N/A	DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA	UniProtKB/Swiss-Prot:P0AB40', 'ASAP:ABE-0003758', 'ECOCYC:G6570', 'EcoGene:EG13436', 'GeneID:945492
NC_000913	NP_415631.1	ldtC	b1113	N/A	L,D-transpeptidase YcfS	UniProtKB/Swiss-Prot:P75954', 'ASAP:ABE-0003760', 'ECOCYC:G6571', 'EcoGene:EG13437', 'GeneID:945666
NC_000913	NP_415632.1	mfd	b1114	N/A	transcription-repair coupling factor	UniProtKB/Swiss-Prot:P30958', 'ASAP:ABE-0003763', 'ECOCYC:EG11619', 'EcoGene:EG11619', 'GeneID:945681
NC_000913	NP_415633.1	ycfT	b1115	N/A	inner membrane protein YcfT	UniProtKB/Swiss-Prot:P75955', 'ASAP:ABE-0003767', 'ECOCYC:G6572', 'EcoGene:EG13438', 'GeneID:945679
NC_000913	NP_415634.1	lolC	b1116	N/A	lipoprotein release complex - inner membrane subunit	UniProtKB/Swiss-Prot:P0ADC3', 'ASAP:ABE-0003772', 'ECOCYC:G6573', 'EcoGene:EG13439', 'GeneID:945673
NC_000913	NP_415635.4	lolD	b1117	N/A	lipoprotein release complex - ATP binding subunit	UniProtKB/Swiss-Prot:P75957', 'ASAP:ABE-0003774', 'ECOCYC:G6574', 'EcoGene:EG13440', 'GeneID:945670
NC_000913	NP_415636.1	lolE	b1118	N/A	lipoprotein release complex - inner membrane subunit	UniProtKB/Swiss-Prot:P75958', 'ASAP:ABE-0003776', 'ECOCYC:G6575', 'EcoGene:EG13441', 'GeneID:945665
NC_000913	NP_415637.1	nagK	b1119	2.7.1.59	N-acetyl-D-glucosamine kinase	UniProtKB/Swiss-Prot:P75959', 'ASAP:ABE-0003778', 'ECOCYC:G6576', 'EcoGene:EG13442', 'GeneID:945664
NC_000913	NP_415638.3	cobB	b1120	2.3.1.-	protein-lysine deacetylase/desuccinylase	UniProtKB/Swiss-Prot:P75960', 'ASAP:ABE-0003781', 'ECOCYC:G6577', 'EcoGene:EG13443', 'GeneID:945687
NC_000913	NP_415639.1	ycfZ	b1121	N/A	putative inner membrane protein	UniProtKB/Swiss-Prot:P75961', 'ASAP:ABE-0003784', 'ECOCYC:G6578', 'EcoGene:EG13444', 'GeneID:945685
NC_000913	NP_415640.2	ymfA	b1122	N/A	putative inner membrane protein	UniProtKB/Swiss-Prot:P75962', 'ASAP:ABE-0003786', 'ECOCYC:G6579', 'EcoGene:EG13445', 'GeneID:945684
NC_000913	NP_415641.1	potD	b1123	7.6.2.-	spermidine preferential ABC transporter periplasmic binding protein	UniProtKB/Swiss-Prot:P0AFK9', 'ASAP:ABE-0003789', 'ECOCYC:EG10752', 'EcoGene:EG10752', 'GeneID:945682
NC_000913	NP_415642.1	potC	b1124	7.6.2.-	spermidine preferential ABC transporter membrane subunit PotC	UniProtKB/Swiss-Prot:P0AFK6', 'ASAP:ABE-0003791', 'ECOCYC:EG10751', 'EcoGene:EG10751', 'GeneID:945691
NC_000913	NP_415643.3	potB	b1125	7.6.2.-	spermidine preferential ABC transporter membrane subunit PotB	UniProtKB/Swiss-Prot:P0AFK4', 'ASAP:ABE-0003794', 'ECOCYC:EG10750', 'EcoGene:EG10750', 'GeneID:945692
NC_000913	NP_415644.1	potA	b1126	7.6.2.-	spermidine preferential ABC transporter ATP binding subunit	UniProtKB/Swiss-Prot:P69874', 'ASAP:ABE-0003796', 'ECOCYC:EG10749', 'EcoGene:EG10749', 'GeneID:946323
